Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Year Offset,Owned_Per_Year,ID,BGG Rank,Mechanics,Domains
Clinic: Deluxe Edition,1.0,4.0,150.0,14.0,1125.0,7.88,4.12,3671.0,Strategy Games,True,6.67,City Building,Catch the Leader,57.5,0.31,True,2020.0,4.0,917.75,272739.0,1072,"Catch the Leader, Pick-up and Deliver, Simulation, Solo / Solitaire Game, Three Dimensional Movement, Tile Placement",Strategy Games
Unlock!: Escape Adventures - The Formula,1.0,6.0,75.0,10.0,2508.0,7.06,2.32,3803.0,Thematic Games,True,6.37,Card Game,Cooperative Game,10.49,0.66,True,2017.0,7.0,543.29,216091.0,1073,"Cooperative Game, Storytelling",Thematic Games
Era: Medieval Age,1.0,4.0,60.0,8.0,1968.0,7.27,2.27,3422.0,Family Games,True,6.58,City Building,Dice Rolling,120.0,0.58,True,2019.0,5.0,684.4,270971.0,1075,"Dice Rolling, Enclosure, End Game Bonuses, Grid Coverage, Push Your Luck, Re-rolling and Locking, Simultaneous Action Selection, Solo / Solitaire Game, Square Grid, Take That, Tech Trees / Tech Tracks","Family Games, Strategy Games"
Saboteur,3.0,10.0,30.0,8.0,25688.0,6.58,1.33,40848.0,Family Games,True,6.42,Bluffing,Hand Management,7.99,0.63,True,2004.0,20.0,2042.4,9220.0,1076,"Hand Management, Hidden Roles, Map Addition, Network and Route Building, Take That, Team-Based Game, Traitor Game","Family Games, Party Games"
UBOOT: The Board Game,1.0,4.0,120.0,12.0,1555.0,7.78,4.08,4484.0,Thematic Games,True,6.41,Miniatures,Action Points,109.0,0.35,True,2019.0,5.0,896.8,219100.0,1077,"Action Points, Cooperative Game, Simulation, Solo / Solitaire Game, Worker Placement",Thematic Games
KeyForge: Age of Ascension,2.0,2.0,45.0,14.0,1689.0,7.45,2.8,4410.0,Customizable Games,True,6.39,Card Game,Hand Management,80.0,0.38,True,2019.0,5.0,882.0,272453.0,1078,"Hand Management, Take That","Customizable Games, Strategy Games"
Roam,2.0,4.0,45.0,8.0,1512.0,7.48,1.92,3279.0,Family Games,True,6.65,Card Game,Action Retrieval,30.0,0.46,True,2019.0,5.0,655.8,267319.0,1079,"Action Retrieval, Area Majority / Influence, Grid Coverage, Square Grid",Family Games
Starship Catan,2.0,2.0,60.0,12.0,4293.0,6.84,2.47,6905.0,Strategy Games,True,6.39,Card Game,Dice Rolling,10.0,0.62,True,2001.0,23.0,300.22,2338.0,1080,"Dice Rolling, Memory, Push Your Luck, Trading",Strategy Games
Mykerinos,2.0,4.0,60.0,10.0,3860.0,6.85,2.56,3937.0,Strategy Games,True,6.38,Exploration,Area Majority / Influence,20.95,0.98,True,2006.0,18.0,218.72,21441.0,1081,"Area Majority / Influence, Hand Management, Modular Board",Strategy Games
Cartagena,2.0,5.0,45.0,8.0,7482.0,6.68,1.61,8438.0,Family Games,True,6.42,Nautical,Action Points,20.0,0.89,True,2000.0,24.0,351.58,826.0,1082,"Action Points, Catch the Leader, Hand Management, Modular Board, Race, Resource to Move, Track Movement",Family Games
Cartagena,2.0,5.0,45.0,8.0,7482.0,6.68,1.61,8438.0,Family Games,True,6.42,Nautical,Action Points,20.0,0.89,True,2000.0,24.0,351.58,224031.0,3666,"Action Points, Hand Management, Modular Board, Race, Track Movement",Family Games
Cartagena,2.0,5.0,45.0,8.0,7482.0,6.68,1.61,8438.0,Family Games,True,6.42,Nautical,Action Points,20.0,0.89,True,2017.0,7.0,1205.43,826.0,1082,"Action Points, Catch the Leader, Hand Management, Modular Board, Race, Resource to Move, Track Movement",Family Games
Cartagena,2.0,5.0,45.0,8.0,7482.0,6.68,1.61,8438.0,Family Games,True,6.42,Nautical,Action Points,20.0,0.89,True,2017.0,7.0,1205.43,224031.0,3666,"Action Points, Hand Management, Modular Board, Race, Track Movement",Family Games
Cartagena,2.0,5.0,45.0,8.0,564.0,6.66,1.58,1224.0,Family Games,True,5.85,Pirates,Action Points,17.0,0.46,True,2000.0,24.0,51.0,826.0,1082,"Action Points, Catch the Leader, Hand Management, Modular Board, Race, Resource to Move, Track Movement",Family Games
Cartagena,2.0,5.0,45.0,8.0,564.0,6.66,1.58,1224.0,Family Games,True,5.85,Pirates,Action Points,17.0,0.46,True,2000.0,24.0,51.0,224031.0,3666,"Action Points, Hand Management, Modular Board, Race, Track Movement",Family Games
Cartagena,2.0,5.0,45.0,8.0,564.0,6.66,1.58,1224.0,Family Games,True,5.85,Pirates,Action Points,17.0,0.46,True,2017.0,7.0,174.86,826.0,1082,"Action Points, Catch the Leader, Hand Management, Modular Board, Race, Resource to Move, Track Movement",Family Games
Cartagena,2.0,5.0,45.0,8.0,564.0,6.66,1.58,1224.0,Family Games,True,5.85,Pirates,Action Points,17.0,0.46,True,2017.0,7.0,174.86,224031.0,3666,"Action Points, Hand Management, Modular Board, Race, Track Movement",Family Games
Mystery Rummy: Jack the Ripper,2.0,4.0,45.0,10.0,3317.0,6.94,1.75,5678.0,Family Games,True,6.38,Card Game,Hand Management,7.0,0.58,True,1998.0,26.0,218.38,106.0,1083,"Hand Management, Set Collection, Voting","Family Games, Strategy Games"
Paleo,1.0,4.0,60.0,10.0,1094.0,8.02,2.59,2459.0,Thematic Games,True,7.31,Card Game,Action/Event,47.99,0.44,True,2020.0,4.0,614.75,300531.0,1084,"Action/Event, Cooperative Game, Deck Bag and Pool Building, Scenario / Mission / Campaign Game, Simultaneous Action Selection, Variable Set-up",Thematic Games
The Captain Is Dead,2.0,7.0,90.0,14.0,2435.0,7.16,2.37,4484.0,Strategy Games,True,6.42,Fighting,Action Points,35.0,0.54,True,2014.0,10.0,448.4,159503.0,1085,"Action Points, Area Movement, Card Drafting, Cooperative Game, Hand Management, Variable Player Powers","Strategy Games, Thematic Games"
Caylus 1303,2.0,5.0,90.0,12.0,1318.0,7.63,2.91,2614.0,Strategy Games,True,6.64,City Building,Action Queue,44.99,0.5,True,2019.0,5.0,522.8,284818.0,1086,"Ownership, Turn Order: Claim Action, Turn Order: Pass Order, Variable Set-up, Worker Placement",Strategy Games
Men at Work,2.0,5.0,45.0,8.0,1858.0,7.32,1.07,3080.0,Family Games,True,6.55,Action / Dexterity,Stacking and Balancing,60.0,0.6,True,2019.0,5.0,616.0,261114.0,1087,Stacking and Balancing,Family Games
Star Trek: Catan,3.0,4.0,75.0,10.0,3257.0,7.0,2.37,8359.0,Family Games,True,6.39,Movies / TV / Radio theme,Dice Rolling,32.0,0.39,True,2012.0,12.0,696.58,117985.0,1088,"Dice Rolling, Hand Management, Modular Board, Network and Route Building, Trading","Family Games, Strategy Games"
Odin's Ravens (Second Edition),2.0,2.0,30.0,10.0,2673.0,7.07,1.21,4988.0,Family Games,True,6.47,Animals,Hand Management,15.0,0.54,True,2016.0,8.0,623.5,192074.0,1089,"Hand Management, Race",Family Games
Murano,2.0,4.0,75.0,10.0,1898.0,7.24,2.72,2403.0,Strategy Games,True,6.37,City Building,End Game Bonuses,21.9,0.79,True,2014.0,10.0,240.3,163413.0,1090,"Area Majority / Influence, Pick-up and Deliver, Point to Point Movement, Tile Placement",Strategy Games
New Angeles,4.0,6.0,240.0,14.0,2508.0,7.13,3.26,4583.0,Strategy Games,True,6.41,Bluffing,Hidden Roles,49.95,0.55,True,2016.0,8.0,572.88,205716.0,1091,"Hidden Roles, Semi-Cooperative Game, Traitor Game, Variable Player Powers, Voting",Strategy Games
Welcome to the Dungeon,2.0,4.0,30.0,10.0,11728.0,6.6,1.23,20598.0,Family Games,True,6.39,Bluffing,Betting and Bluffing,3.0,0.57,True,2013.0,11.0,1872.55,150312.0,1092,"Betting and Bluffing, Memory, Player Elimination, Push Your Luck","Family Games, Party Games"
Merkator,1.0,4.0,90.0,12.0,2535.0,7.04,2.96,3251.0,Strategy Games,True,6.36,Economic,Contracts,35.99,0.78,True,2010.0,14.0,232.21,39684.0,1094,"Contracts, Pick-up and Deliver, Set Collection",Strategy Games
Dead Man's Draw,2.0,4.0,15.0,13.0,4464.0,6.85,1.35,7517.0,Family Games,True,6.45,Card Game,Push Your Luck,20.0,0.59,True,2015.0,9.0,835.22,149155.0,1095,"Push Your Luck, Set Collection, Take That, Variable Player Powers",Family Games
Stronghold: 2nd edition,2.0,2.0,90.0,10.0,1448.0,7.52,3.76,3311.0,Strategy Games,True,6.36,Fantasy,Action Points,50.0,0.44,True,2015.0,9.0,367.89,179460.0,1096,"Action Points, Area Majority / Influence, Point to Point Movement, Variable Player Powers","Strategy Games, Wargames"
Porta Nigra,2.0,4.0,120.0,12.0,1977.0,7.21,2.99,3870.0,Strategy Games,True,6.38,Ancient,Area Majority / Influence,60.0,0.51,True,2015.0,9.0,430.0,172385.0,1097,"Area Majority / Influence, Area Movement, Card Drafting, Set Collection",Strategy Games
Doom: The Boardgame,2.0,4.0,180.0,12.0,5038.0,6.86,2.91,6768.0,Thematic Games,True,6.37,Exploration,Dice Rolling,49.99,0.74,True,2004.0,20.0,338.4,10640.0,1098,"Dice Rolling, Modular Board, Square Grid, Team-Based Game, Variable Player Powers",Thematic Games
Asara,2.0,4.0,45.0,9.0,2651.0,7.02,2.35,3627.0,Family Games,True,6.37,Fantasy,Hand Management,24.5,0.73,True,2010.0,14.0,259.07,72991.0,1099,"Hand Management, Pattern Building, Set Collection, Worker Placement","Family Games, Strategy Games"
The Little Prince: Make Me a Planet,2.0,5.0,25.0,8.0,3463.0,6.91,1.59,4425.0,Family Games,True,6.38,Novel-based,Open Drafting,19.9,0.78,True,2013.0,11.0,402.27,134453.0,1100,"Card Drafting, Set Collection",Family Games
The Starfarers of Catan,3.0,4.0,120.0,12.0,5036.0,6.81,2.58,7183.0,Family Games,True,6.39,Exploration,Hexagon Grid,25.0,0.7,True,1999.0,25.0,287.32,1897.0,1101,"Hexagon Grid, Trading","Family Games, Strategy Games"
The Staufer Dynasty,2.0,5.0,90.0,13.0,2104.0,7.15,2.99,3179.0,Strategy Games,True,6.37,Medieval,Area Majority / Influence,38.95,0.66,True,2014.0,10.0,317.9,166226.0,1102,"Area Majority / Influence, Card Drafting, Modular Board, Pattern Building, Set Collection",Strategy Games
Qwinto,2.0,6.0,15.0,8.0,2495.0,7.06,1.37,4293.0,Family Games,True,6.43,Dice,Dice Rolling,7.0,0.58,True,2015.0,9.0,477.0,183006.0,1103,"Dice Rolling, Paper-and-Pencil, Pattern Building",Family Games
Say Anything,3.0,8.0,30.0,13.0,5596.0,6.74,1.09,9277.0,Party Games,True,6.37,Humor,Betting and Bluffing,20.0,0.6,True,2008.0,16.0,579.81,33604.0,1104,"Betting and Bluffing, Paper-and-Pencil, Player Judge",Party Games
Ghost Blitz,2.0,8.0,20.0,8.0,6882.0,6.71,1.15,10519.0,Family Games,True,6.43,Action / Dexterity,Pattern Recognition,9.95,0.65,True,2010.0,14.0,751.36,83195.0,1105,"Pattern Recognition, Speed Matching",Family Games
Room 25,1.0,6.0,30.0,13.0,5854.0,6.74,1.93,7406.0,Thematic Games,True,6.38,Bluffing,Action Queue,21.5,0.79,True,2013.0,11.0,673.27,127024.0,1106,"Action Queue, Cooperative Game, Grid Movement, Memory, Modular Board, Player Elimination, Programmed Movement, Simultaneous Action Selection, Team-Based Game, Traitor Game",Thematic Games
Rallyman: GT,1.0,6.0,60.0,14.0,1910.0,7.4,2.21,2690.0,Thematic Games,True,6.53,Racing,Dice Rolling,100.0,0.71,True,2020.0,4.0,672.5,256589.0,1107,"Dice Rolling, Different Dice Movement, Grid Movement, Hexagon Grid, Modular Board, Push Your Luck, Race, Roll / Spin and Move, Simulation, Solo / Solitaire Game",Thematic Games
TransAmerica,2.0,6.0,30.0,13.0,7696.0,6.67,1.35,7548.0,Family Games,True,6.42,Trains,Connections,11.0,1.02,True,2001.0,23.0,328.17,2842.0,1108,"Connections, Network and Route Building",Family Games
Pan Am,2.0,4.0,60.0,12.0,1183.0,7.79,2.56,3427.0,Strategy Games,True,6.99,Aviation / Flight,Auction: Fixed Placement,20.0,0.35,True,2020.0,4.0,856.75,303057.0,1110,"Auction/Bidding, Auction: Fixed Placement, Constrained Bidding, Income, Network and Route Building, Stock Holding, Turn Order: Claim Action, Turn Order: Progressive, Worker Placement",Strategy Games
Little Town,2.0,4.0,60.0,10.0,1875.0,7.29,2.04,3444.0,Family Games,True,6.58,City Building,Contracts,25.0,0.54,True,2017.0,7.0,492.0,241266.0,1111,"Tile Placement, Worker Placement",Family Games
Spot it!,2.0,8.0,15.0,7.0,12891.0,6.63,1.03,24326.0,Party Games,True,6.38,Card Game,Hot Potato,5.0,0.53,True,2009.0,15.0,1621.73,63268.0,1113,Speed Matching,Party Games
Castell,2.0,4.0,90.0,12.0,1414.0,7.5,3.23,1982.0,Strategy Games,True,6.44,Sports,Area Movement,24.99,0.71,True,2018.0,6.0,330.33,238638.0,1114,"Area Movement, Pattern Building, Set Collection",Strategy Games
Fearsome Floors,2.0,7.0,60.0,10.0,7548.0,6.66,1.83,8068.0,Family Games,True,6.41,Horror,Grid Movement,30.0,0.94,True,2003.0,21.0,384.19,7805.0,1115,"Grid Movement, Modular Board",Family Games
Sushi Roll,2.0,5.0,20.0,8.0,2141.0,7.16,1.24,4829.0,Family Games,True,6.5,Dice,Dice Rolling,10.0,0.44,True,2019.0,5.0,965.8,271869.0,1116,"Dice Rolling, Drafting",Family Games
Amyitis,2.0,4.0,120.0,12.0,2942.0,6.94,3.22,3647.0,Strategy Games,True,6.34,Ancient,Area Majority / Influence,25.95,0.81,True,2007.0,17.0,214.53,29934.0,1117,"Area Majority / Influence, Tile Placement",Strategy Games
Warsaw: City of Ruins,2.0,4.0,60.0,10.0,1649.0,7.35,2.26,2270.0,Strategy Games,True,6.39,City Building,Closed Drafting,37.99,0.73,True,2016.0,8.0,283.75,206803.0,1118,"Card Drafting, Simultaneous Action Selection, Tile Placement",Strategy Games
Gravwell: Escape from the 9th Dimension,1.0,4.0,35.0,12.0,3305.0,6.91,1.74,4575.0,Family Games,True,6.35,Card Game,Action Queue,45.0,0.72,True,2013.0,11.0,415.91,142992.0,1119,"Action Queue, Bias, Card Drafting, Simultaneous Action Selection, Solo / Solitaire Game",Family Games
Wyatt Earp,2.0,4.0,45.0,8.0,3892.0,6.84,1.84,5357.0,Family Games,True,6.36,American West,Hand Management,14.0,0.73,True,2001.0,23.0,232.91,878.0,1120,"Hand Management, Set Collection",Family Games
Ascending Empires,2.0,4.0,75.0,10.0,1999.0,7.18,2.35,1834.0,Strategy Games,True,6.32,Action / Dexterity,Flicking,31.95,1.09,True,2011.0,13.0,141.08,37919.0,1121,"Flicking, Set Collection, Tech Trees / Tech Tracks",Strategy Games
Folklore: The Affliction,1.0,5.0,120.0,14.0,1469.0,7.84,3.67,3918.0,Thematic Games,True,6.44,Adventure,Action Points,250.0,0.37,True,2017.0,7.0,559.71,159504.0,1122,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Modular Board, Role Playing, Solo / Solitaire Game, Variable Player Powers",Thematic Games
De Vulgari Eloquentia,2.0,5.0,120.0,14.0,1872.0,7.23,3.63,2965.0,Strategy Games,True,6.32,Medieval,Action Points,32.95,0.63,True,2010.0,14.0,211.79,75165.0,1124,"Action Points, Area Movement, Set Collection",Strategy Games
Keyper,2.0,4.0,120.0,14.0,1627.0,7.34,3.55,3093.0,Strategy Games,True,6.38,City Building,Area Majority / Influence,49.59,0.53,True,2017.0,7.0,441.86,212516.0,1125,"Area Majority / Influence, Set Collection, Tile Placement, Worker Placement",Strategy Games
Valley of the Kings: Afterlife,1.0,4.0,45.0,14.0,1752.0,7.29,2.29,3686.0,Strategy Games,True,6.34,Ancient,"Deck, Bag, and Pool Building",16.0,0.48,True,2015.0,9.0,409.56,175223.0,1126,"Card Drafting, Deck Bag and Pool Building, Hand Management, Set Collection, Solo / Solitaire Game",Strategy Games
Kahuna,2.0,2.0,40.0,10.0,8425.0,6.63,2.06,11921.0,Abstract Games,True,6.4,Abstract Strategy,Area Majority / Influence,10.0,0.71,True,1998.0,26.0,458.5,394.0,1127,"Area Majority / Influence, Card Drafting, Hand Management, Network and Route Building, Take That",Abstract Games
Abomination: The Heir of Frankenstein,2.0,4.0,180.0,13.0,1431.0,7.56,3.29,3003.0,Strategy Games,True,6.67,Horror,Dice Rolling,70.0,0.48,True,2019.0,5.0,600.6,239472.0,1128,"Dice Rolling, Events, Narrative Choice / Paragraph, Set Collection, Storytelling, Variable Player Powers, Worker Placement, Worker Placement, Different Worker Types","Strategy Games, Thematic Games"
Exit: The Game - The Polar Station,1.0,4.0,90.0,12.0,2848.0,6.95,2.78,5553.0,Family Games,True,6.36,Deduction,Cooperative Game,5.0,0.51,True,2017.0,7.0,793.29,215842.0,1129,Cooperative Game,Family Games
Warrior Knights,2.0,6.0,240.0,12.0,3830.0,6.86,3.52,5604.0,Strategy Games,True,6.36,Fantasy,Area Movement,39.95,0.68,True,2006.0,18.0,311.33,22038.0,1130,"Area Movement, Auction/Bidding, Campaign / Battle Card Driven, Hexagon Grid, Simultaneous Action Selection, Turn Order: Random, Voting","Strategy Games, Thematic Games"
Warrior Knights,2.0,6.0,240.0,12.0,3830.0,6.86,3.52,5604.0,Strategy Games,True,6.36,Fantasy,Area Movement,39.95,0.68,True,2006.0,18.0,311.33,1143.0,3876,"Area Majority / Influence, Voting","Strategy Games, Thematic Games, Wargames"
Warrior Knights,2.0,6.0,240.0,12.0,3830.0,6.86,3.52,5604.0,Strategy Games,True,6.36,Fantasy,Area Movement,39.95,0.68,True,1985.0,39.0,143.69,22038.0,1130,"Area Movement, Auction/Bidding, Campaign / Battle Card Driven, Hexagon Grid, Simultaneous Action Selection, Turn Order: Random, Voting","Strategy Games, Thematic Games"
Warrior Knights,2.0,6.0,240.0,12.0,3830.0,6.86,3.52,5604.0,Strategy Games,True,6.36,Fantasy,Area Movement,39.95,0.68,True,1985.0,39.0,143.69,1143.0,3876,"Area Majority / Influence, Voting","Strategy Games, Thematic Games, Wargames"
Warrior Knights,2.0,6.0,180.0,10.0,559.0,6.65,3.25,1201.0,Strategy Games,True,5.72,Fantasy,Area Majority / Influence,45.0,0.47,True,2006.0,18.0,66.72,22038.0,1130,"Area Movement, Auction/Bidding, Campaign / Battle Card Driven, Hexagon Grid, Simultaneous Action Selection, Turn Order: Random, Voting","Strategy Games, Thematic Games"
Warrior Knights,2.0,6.0,180.0,10.0,559.0,6.65,3.25,1201.0,Strategy Games,True,5.72,Fantasy,Area Majority / Influence,45.0,0.47,True,2006.0,18.0,66.72,1143.0,3876,"Area Majority / Influence, Voting","Strategy Games, Thematic Games, Wargames"
Warrior Knights,2.0,6.0,180.0,10.0,559.0,6.65,3.25,1201.0,Strategy Games,True,5.72,Fantasy,Area Majority / Influence,45.0,0.47,True,1985.0,39.0,30.79,22038.0,1130,"Area Movement, Auction/Bidding, Campaign / Battle Card Driven, Hexagon Grid, Simultaneous Action Selection, Turn Order: Random, Voting","Strategy Games, Thematic Games"
Warrior Knights,2.0,6.0,180.0,10.0,559.0,6.65,3.25,1201.0,Strategy Games,True,5.72,Fantasy,Area Majority / Influence,45.0,0.47,True,1985.0,39.0,30.79,1143.0,3876,"Area Majority / Influence, Voting","Strategy Games, Thematic Games, Wargames"
Obscurio,2.0,8.0,40.0,10.0,1804.0,7.27,1.91,3678.0,Family Games,True,6.52,Bluffing,Communication Limits,34.99,0.49,True,2019.0,5.0,735.6,273477.0,1131,"Communication Limits, Cooperative Game, Traitor Game, Variable Player Powers, Voting",Family Games
Dice City,1.0,4.0,60.0,14.0,4556.0,6.77,2.03,7772.0,Family Games,True,6.36,City Building,Dice Rolling,22.0,0.59,True,2015.0,9.0,863.56,179572.0,1132,"Dice Rolling, Take That","Family Games, Strategy Games"
Hellboy: The Board Game,1.0,4.0,90.0,14.0,1257.0,8.02,2.9,3645.0,Thematic Games,True,6.42,Adventure,Area Movement,399.95,0.34,True,2019.0,5.0,729.0,243759.0,1133,"Area Movement, Cooperative Game, Dice Rolling, Modular Board, Solo / Solitaire Game, Variable Player Powers",Thematic Games
Unearth,2.0,4.0,60.0,8.0,3727.0,6.9,1.97,7130.0,Family Games,True,6.39,Card Game,Dice Rolling,35.0,0.52,True,2017.0,7.0,1018.57,217085.0,1134,"Dice Rolling, Set Collection, Tile Placement, Worker Placement","Family Games, Strategy Games"
Nothing Personal,3.0,5.0,120.0,8.0,2244.0,7.08,2.78,3286.0,Thematic Games,True,6.32,Mafia,Area Majority / Influence,35.0,0.68,True,2013.0,11.0,298.73,120523.0,1135,"Area Majority / Influence, Dice Rolling, Hand Management, Take That",Thematic Games
Tides of Time,2.0,2.0,20.0,8.0,6690.0,6.66,1.58,10537.0,Strategy Games,True,6.34,Ancient,Closed Drafting,12.0,0.63,True,2015.0,9.0,1170.78,176229.0,1136,"Card Drafting, Set Collection",Strategy Games
Le Havre: The Inland Port,2.0,2.0,30.0,10.0,3355.0,6.85,2.5,5352.0,Strategy Games,True,6.33,Economic,Action Points,25.95,0.63,True,2012.0,12.0,446.0,129051.0,1137,Action Points,Strategy Games
Meuterer,3.0,4.0,60.0,12.0,3224.0,6.89,2.32,5557.0,Strategy Games,True,6.33,Card Game,Hand Management,6.0,0.58,True,2000.0,24.0,231.54,902.0,1138,"Card Drafting, Hand Management, Modular Board, Point to Point Movement",Strategy Games
The Castles of Burgundy: The Dice Game,1.0,5.0,30.0,10.0,2985.0,6.93,1.82,5804.0,Family Games,True,6.4,City Building,Bingo,25.0,0.51,True,2017.0,7.0,829.14,232988.0,1139,"Dice Rolling, Hexagon Grid, Paper-and-Pencil",Family Games
Rum & Bones: Second Tide,2.0,6.0,60.0,14.0,1257.0,7.7,2.83,3218.0,Thematic Games,True,6.35,Dice,Action Points,200.0,0.39,True,2017.0,7.0,459.71,196202.0,1140,"Action Points, Action Queue, Bias, Dice Rolling, Grid Movement, Modular Board, Variable Phase Order, Variable Player Powers",Thematic Games
Circle the Wagons,2.0,2.0,15.0,8.0,1942.0,7.19,1.71,4335.0,Family Games,True,6.48,American West,Contracts,22.0,0.45,True,2017.0,7.0,619.29,213266.0,1141,"Card Drafting, Contracts, Melding and Splaying, Set Collection, Tile Placement",Family Games
Löwenherz,2.0,4.0,90.0,12.0,2425.0,7.03,2.93,3467.0,Strategy Games,True,6.35,Medieval,Area Majority / Influence,24.0,0.7,True,1997.0,27.0,128.41,66.0,1142,"Area Majority / Influence, Auction/Bidding, Modular Board",Strategy Games
