Name,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Domain1,above_average,Bayesian Average,Most Notable Genre,Most Notable Mechanic,Price,pct_rated,bayes_above_average,Year Published,Owned_Bool,Year Offset,Owned_Per_Year,perYear_Bool
Imaginiff,3,8,30,12,1448,5.53,1.22,3010,Party Games,False,5.48,Bluffing,Roll / Spin and Move,12.0,0.48,False,1998,True,26,115.77,True
Arena of Death,2,20,90,10,81,5.29,2.11,354,Wargames,False,5.49,Fantasy,Dice Rolling,11.0,0.23,False,1980,True,44,8.05,False
London 1888,4,8,90,0,113,5.38,2.75,211,other,False,5.49,Horror,Cooperative Game,42.0,0.54,False,2005,False,19,11.11,False
Serendipity,2,6,45,0,35,5.04,2.0,64,Abstract Games,False,5.49,Abstract Strategy,Pattern Building,24.0,0.55,False,2008,False,16,4.0,False
Ergo,2,4,45,12,201,5.5,3.64,421,Abstract Games,False,5.48,Abstract Strategy,Pattern Building,10.49,0.48,False,1977,True,47,8.96,False
Ergo,2,4,45,12,201,5.5,3.64,421,Abstract Games,False,5.48,Abstract Strategy,Pattern Building,10.49,0.48,False,2009,True,15,28.07,True
Funny Bunny,2,4,30,4,731,5.5,1.0,1273,Children's Games,False,5.47,Children's Game,Not available,15.0,0.57,False,1999,True,25,50.92,True
Valiant Universe: The Deckbuilding Game,2,5,120,13,48,5.34,2.0,182,other,False,5.49,Card Game,"Deck, Bag, and Pool Building",15.0,0.26,False,2016,False,8,22.75,False
Da geht was ab im Morgenland,2,5,10,10,38,4.81,1.5,158,other,False,5.49,Arabian,Not available,5.0,0.24,False,1999,False,25,6.32,False
Finity,2,4,120,10,30,5.13,3.0,6,other,False,5.48,Abstract Strategy,Network and Route Building,15.5,5.0,False,2019,False,5,1.2,False
Masters of the Universe 3-D Action Game,2,6,20,5,30,4.92,0.0,65,Children's Games,False,5.49,Children's Game,Point to Point Movement,6.0,0.46,False,1983,False,41,1.59,False
UNO: Disney Princess,2,10,30,7,30,4.85,1.0,70,other,False,5.49,Card Game,Hand Management,15.5,0.43,False,2004,False,20,3.5,False
The Disneyland Game,2,4,30,5,30,4.85,1.0,80,Children's Games,False,5.49,Children's Game,Roll / Spin and Move,35.0,0.38,False,1990,False,34,2.35,False
Napoleonic Battles: Austerlitz 1805,2,2,120,12,49,4.88,2.0,186,Wargames,False,5.48,Napoleonic,Area Movement,14.0,0.26,False,2007,False,17,10.94,False
Twisted Fish,3,6,30,8,47,5.19,1.4,157,other,False,5.49,Card Game,Memory,6.59,0.3,False,2006,False,18,8.72,False
Barbeque Party,2,4,15,4,43,5.07,1.0,115,other,False,5.48,Action / Dexterity,Set Collection,15.5,0.37,False,2011,False,13,8.85,False
Uno Tippo,2,10,15,7,39,4.79,1.0,116,other,False,5.48,Action / Dexterity,Hand Management,15.5,0.34,False,2009,False,15,7.73,False
Engineering Ants,2,4,15,5,37,4.98,1.0,125,other,False,5.48,Children's Game,Cooperative Game,15.5,0.3,False,2015,False,9,13.89,False
Lightning Reaction,2,4,10,12,109,5.36,1.15,97,other,False,5.48,Action / Dexterity,Not available,15.5,1.12,False,0,False,2024,0.05,False
Mother Sheep,2,6,30,8,161,5.37,1.19,264,other,False,5.49,Animals,Line Drawing,6.0,0.61,False,2006,False,18,14.67,False
Banana Republic,2,5,30,10,159,5.36,1.46,236,other,False,5.49,Bluffing,Hand Management,19.0,0.67,False,1993,False,31,7.61,False
We Are Dead: Zombie Mall Massacre,2,5,60,13,81,5.16,1.6,257,other,False,5.48,Zombies,Hand Management,31.95,0.32,False,2014,False,10,25.7,True
Airlines: United States Set 2,2,4,45,10,89,5.3,2.33,231,other,False,5.49,Aviation / Flight,Hand Management,8.0,0.39,False,1998,False,26,8.88,False
The Great Snowball Battle,2,6,15,8,86,5.4,1.5,178,other,False,5.49,Card Game,Player Elimination,10.0,0.48,False,2014,False,10,17.8,False
Knock Out,2,2,20,7,44,5.09,1.63,132,Abstract Games,False,5.49,Abstract Strategy,Not available,15.5,0.33,False,1994,False,30,4.4,False
Knock Out,2,2,20,7,44,5.09,1.63,132,Abstract Games,False,5.49,Abstract Strategy,Not available,15.5,0.33,False,1978,False,46,2.87,False
Sum Swamp,2,4,20,5,89,5.4,1.0,260,other,False,5.49,Animals,Roll / Spin and Move,15.5,0.34,False,2002,False,22,11.82,False
Triazzle,2,3,10,8,39,4.91,1.5,99,Abstract Games,False,5.48,Abstract Strategy,Modular Board,10.0,0.39,False,1998,False,26,3.81,False
Deadland,2,6,60,12,46,5.29,1.5,48,other,False,5.49,Zombies,Area Movement,15.5,0.96,False,2017,False,7,6.86,False
Battle Platform Antilles,1,1,20,10,39,5.08,1.0,74,other,False,5.49,Print & Play,Action Points,15.5,0.53,False,2000,False,24,3.08,False
Word Pirates!,2,4,30,6,50,5.12,0.0,204,other,False,5.49,Children's Game,Dice Rolling,15.5,0.25,False,2008,False,16,12.75,False
La Criatura,2,15,60,13,31,4.65,2.33,75,other,False,5.48,Card Game,Player Elimination,15.5,0.41,False,2016,False,8,9.38,False
Haps,2,2,45,10,30,4.8,2.0,108,other,False,5.49,Card Game,Secret Unit Deployment,4.99,0.28,False,2000,False,24,4.5,False
Chaos Marauders (Second Edition),2,4,30,13,821,5.49,1.75,1869,Thematic Games,False,5.48,Card Game,Not available,10.0,0.44,False,2009,True,15,124.6,True
Trivial Pursuit: 10th Anniversary,2,6,60,12,51,5.08,1.6,117,other,False,5.49,Party Game,Roll / Spin and Move,15.0,0.44,False,1992,False,32,3.66,False
This Vs That,4,16,45,12,46,4.93,1.5,149,other,False,5.49,Party Game,Team-Based Game,15.5,0.31,False,2003,False,21,7.1,False
Take Off!,2,6,60,6,150,5.42,1.29,306,Family Games,False,5.49,Aviation / Flight,Open Drafting,10.0,0.49,False,1987,False,37,8.27,False
Husker Du?,1,4,15,4,97,5.42,1.11,199,Children's Games,False,5.49,Children's Game,Memory,25.0,0.49,False,1970,False,54,3.69,False
Marvel Trivia Game,2,6,60,8,30,4.52,1.5,83,other,False,5.49,Comic Book / Strip,Not available,15.5,0.36,False,2003,False,21,3.95,False
Marvel Trivia Game,2,6,60,8,30,4.52,1.5,83,other,False,5.49,Comic Book / Strip,Not available,15.5,0.36,False,2001,False,23,3.61,False
Oh What a Mountain!,2,4,30,8,41,4.96,1.67,61,Children's Games,False,5.49,Adventure,Roll / Spin and Move,6.0,0.67,False,1980,False,44,1.39,False
Dweebs Geeks & Weirdos,2,8,30,8,32,4.92,1.0,101,Children's Games,False,5.49,Action / Dexterity,Line Drawing,12.0,0.32,False,1988,False,36,2.81,False
What's in Ned's Head?,2,4,15,4,57,5.12,1.0,108,other,False,5.48,Action / Dexterity,Pattern Recognition,21.95,0.53,False,2003,False,21,5.14,False
Banditos,2,6,90,12,77,5.28,2.5,137,other,False,5.49,Economic,Not available,6.0,0.56,False,2012,False,12,11.42,False
Fight City,2,2,30,10,183,5.44,1.83,545,other,False,5.49,Card Game,Hand Management,5.0,0.34,False,1999,True,25,21.8,False
The Best of TV and Movies,2,6,60,12,107,5.43,0.0,346,other,False,5.49,Movies / TV / Radio theme,Not available,15.5,0.31,False,2012,True,12,28.83,True
Shelby's Snack Shack Game,2,4,0,4,31,4.7,1.0,97,other,False,5.49,Animals,Not available,15.5,0.32,False,0,False,2024,0.05,False
Oppai Go,2,4,30,16,63,5.56,2.17,150,other,False,5.48,Card Game,Hand Management,17.9,0.42,False,2016,False,8,18.75,False
Bubble Talk,3,8,25,8,231,5.44,1.07,496,other,False,5.49,Card Game,Not available,53.0,0.47,False,2010,True,14,35.43,True
Bandits on Mars,2,8,15,14,107,5.45,1.0,323,other,False,5.48,Action / Dexterity,Memory,15.5,0.33,False,2016,True,8,40.38,True
Orangino,2,6,0,0,44,4.85,1.0,71,other,False,5.49,Educational,Not available,15.5,0.62,False,2002,False,22,3.23,False
Politisk ukorrekt,3,12,60,18,71,5.36,1.0,117,other,False,5.47,Humor,Hand Management,15.5,0.61,False,2015,False,9,13.0,False
Humpty Dumpty's Wall Game,2,10,5,4,78,5.21,1.0,127,Children's Games,False,5.49,Action / Dexterity,Not available,15.5,0.61,False,2009,False,15,8.47,False
Qubic,2,6,15,10,203,5.37,1.56,600,Abstract Games,False,5.48,Abstract Strategy,Paper-and-Pencil,7.95,0.34,False,1947,True,77,7.79,False
Dragonriders of Pern,1,7,120,12,146,5.39,2.6,535,other,False,5.49,Novel-based,Campaign / Battle Card Driven,20.0,0.27,False,1983,True,41,13.05,False
Jaunty Jalopies,2,4,40,10,37,4.85,1.6,94,other,False,5.49,Card Game,Not available,7.0,0.39,False,2002,False,22,4.27,False
Monopoly Free Parking Mini Game,2,4,15,8,53,5.06,1.0,157,other,False,5.49,Action / Dexterity,Roll / Spin and Move,15.5,0.34,False,2009,False,15,10.47,False
Golf,2,6,45,7,256,5.44,1.38,139,Abstract Games,False,5.49,Card Game,Hand Management,15.5,1.84,False,0,False,2024,0.07,False
Miskatonic School for Girls,2,4,60,12,790,5.52,1.92,1609,Thematic Games,False,5.49,Card Game,"Deck, Bag, and Pool Building",27.99,0.49,False,2012,True,12,134.08,True
ZomBee,2,5,20,7,33,4.95,0.0,70,other,False,5.49,Dice,Dice Rolling,15.5,0.47,False,2015,False,9,7.78,False
J.U.M.P. Into the Unknown,1,4,120,10,101,5.36,2.78,287,Wargames,False,5.49,Science Fiction,Secret Unit Deployment,9.0,0.35,False,1999,False,25,11.48,False
Arkham Ritual,3,7,30,8,176,5.38,1.5,774,other,False,5.47,Card Game,Memory,6.0,0.23,False,2017,True,7,110.57,True
Die Weinhändler,3,6,60,10,59,5.09,1.75,158,other,False,5.49,Not available,Hand Management,17.5,0.37,False,2000,False,24,6.58,False
Alien Invasion,2,4,20,6,51,5.08,1.0,110,other,False,5.49,Children's Game,Roll / Spin and Move,15.5,0.46,False,2014,False,10,11.0,False
Lemony Snicket's A Series of Unfortunate Events: The Catastrophic Card Game,2,4,30,8,34,4.88,1.57,89,other,False,5.49,Card Game,Set Collection,5.0,0.38,False,2004,False,20,4.45,False
Professor Tempus,2,5,20,8,54,5.06,1.17,119,other,False,5.49,Card Game,Not available,8.0,0.45,False,2013,False,11,10.82,False
Hamunaptra: Aventures dans la Grande Pyramide,2,8,60,8,118,5.38,2.38,230,other,False,5.49,Adventure,Dice Rolling,20.0,0.51,False,2010,False,14,16.43,False
Titus,2,4,30,10,84,5.22,1.75,241,other,False,5.49,Card Game,Memory,4.99,0.35,False,2000,False,24,10.04,False
Blood of the Werewolf,4,9,10,10,72,5.27,1.89,105,other,False,5.49,Bluffing,Team-Based Game,30.0,0.69,False,2013,False,11,9.55,False
Campbell's Alphabet Dice Game,2,6,0,8,60,5.33,1.25,203,other,False,5.49,Dice,Dice Rolling,10.0,0.3,False,2011,False,13,15.62,False
Cup of Bluff,2,5,20,13,35,4.82,0.0,64,other,False,5.49,Bluffing,Dice Rolling,11.99,0.55,False,2016,False,8,8.0,False
Hexxagon,2,2,20,10,129,5.35,1.92,20,Abstract Games,False,5.49,Abstract Strategy,Not available,15.5,6.45,False,1992,False,32,0.62,False
Guess Where?,2,2,15,6,82,5.19,1.0,169,Children's Games,False,5.48,Children's Game,Not available,9.95,0.49,False,2004,False,20,8.45,False
Tetris Tower 3D,1,2,5,8,58,5.13,1.67,167,other,False,5.49,Electronic,Tile Placement,5.0,0.35,False,2003,False,21,7.95,False
Monkey Madness,2,4,10,3,149,5.32,1.0,213,Children's Games,False,5.49,Animals,Pattern Recognition,5.0,0.7,False,2001,False,23,9.26,False
Tau Ceti: Planetary Crisis,1,5,120,14,118,5.51,3.44,605,Strategy Games,False,5.49,Adventure,Action Points,72.95,0.2,False,2017,True,7,86.43,True
Doubletrack,3,4,45,8,41,5.11,1.25,157,other,False,5.49,Racing,Auction/Bidding,5.0,0.26,False,1981,False,43,3.65,False
Who Wants to Be a Millionaire Junior,2,5,45,8,34,4.79,1.0,101,Children's Games,False,5.48,Children's Game,Push Your Luck,15.5,0.34,False,2000,False,24,4.21,False
Chameleon,2,4,20,5,34,4.78,1.0,123,other,False,5.49,Children's Game,Memory,12.0,0.28,False,2005,False,19,6.47,False
UNO: Harry Potter,2,10,30,7,295,5.5,1.09,883,other,False,5.49,Card Game,Hand Management,10.0,0.33,False,2000,True,24,36.79,True
Pirate and Traveler,2,4,60,7,75,5.29,1.33,228,other,False,5.49,Adventure,Events,12.0,0.33,False,1908,False,116,1.97,False
Ninja Rush,2,4,0,7,33,4.83,1.0,44,other,False,5.48,Action / Dexterity,Pattern Recognition,15.5,0.75,False,2018,False,6,7.33,False
Bunker Poker,2,4,20,9,40,4.86,1.0,107,other,False,5.49,Dice,Dice Rolling,24.99,0.37,False,1999,False,25,4.28,False
Zombie-opoly,2,6,60,8,36,4.42,0.0,191,other,False,5.48,Economic,Area Majority / Influence,15.5,0.19,False,0,False,2024,0.09,False
Brin de Jasette,3,8,30,16,31,4.63,1.0,117,other,False,5.48,Trivia,Open Drafting,15.5,0.26,False,2006,False,18,6.5,False
Tellstones: King's Gambit,2,4,20,14,285,5.5,1.18,463,other,False,5.52,Abstract Strategy,Memory,24.0,0.62,False,2020,True,4,115.75,True
The Princess and the Pea,1,4,10,3,172,5.43,1.0,379,Children's Games,False,5.48,Action / Dexterity,Cooperative Game,13.95,0.45,False,2004,True,20,18.95,False
Antarctica,2,4,120,8,31,4.91,2.38,59,Wargames,False,5.49,Civilization,Area Movement,10.0,0.53,False,2015,False,9,6.56,False
Antarctica,2,4,120,8,31,4.91,2.38,59,Wargames,False,5.49,Civilization,Area Movement,10.0,0.53,False,2006,False,18,3.28,False
Cro-Magnon,3,12,50,8,151,5.34,1.2,375,other,False,5.49,Prehistoric,Acting,1.0,0.4,False,2007,True,17,22.06,False
StrataGem,2,4,20,10,114,5.29,1.79,258,Abstract Games,False,5.49,Abstract Strategy,Not available,6.95,0.44,False,2004,False,20,12.9,False
Hans Dampf,4,8,30,10,41,4.86,1.5,93,other,False,5.49,Racing,Not available,7.0,0.44,False,1989,False,35,2.66,False
Mad QUAO,3,8,10,12,55,5.21,1.33,241,Party Games,False,5.48,Animals,Hand Management,8.0,0.23,False,2013,False,11,21.91,False
Gierki Małżeńskie,2,8,60,18,204,5.5,1.43,355,other,False,5.47,Party Game,Paper-and-Pencil,15.5,0.57,False,2015,True,9,39.44,True
Schafe Schnappen,2,4,15,6,31,4.93,1.0,73,other,False,5.49,Animals,Dice Rolling,15.5,0.42,False,2007,False,17,4.29,False
Gangster II: Le Pro,2,6,90,12,134,5.45,1.63,287,other,False,5.5,Mafia,Roll / Spin and Move,15.5,0.47,False,2004,False,20,14.35,False
Camper Tour,2,4,30,14,51,5.01,1.33,86,other,False,5.49,Children's Game,Betting and Bluffing,6.0,0.59,False,2007,False,17,5.06,False
Scene It? Disney,2,12,30,6,447,5.53,1.62,1203,other,False,5.5,Dice,Roll / Spin and Move,1.0,0.37,False,2004,True,20,60.15,True
The Twilight War,2,4,90,12,42,5.09,2.55,217,Wargames,False,5.49,Wargame,Area Movement,15.0,0.19,False,1984,False,40,5.42,False
Falling,4,8,5,8,1382,5.49,1.22,2397,Party Games,False,5.49,Card Game,Hand Management,8.0,0.58,False,1998,True,26,92.19,True
Civility,2,4,90,12,72,6.15,2.83,215,other,False,5.49,City Building,Dice Rolling,50.0,0.33,False,2014,False,10,21.5,False
War Cards,3,4,45,10,86,5.24,2.0,184,Wargames,False,5.48,Card Game,Hand Management,15.5,0.47,False,2010,False,14,13.14,False
Wangaratta,2,6,60,8,36,4.86,0.0,69,other,False,5.49,Dice,Commodity Speculation,15.5,0.52,False,1956,False,68,1.01,False
Dschingis Khan: Bewegung an der Großen Mauer,2,4,40,0,85,5.23,2.09,205,Abstract Games,False,5.49,Abstract Strategy,Not available,15.0,0.41,False,2006,False,18,11.39,False
Gold Ahoy!,2,2,15,8,323,5.45,1.33,667,Abstract Games,False,5.48,Abstract Strategy,Tile Placement,10.0,0.48,False,2014,True,10,66.7,True
Monopoly: The Wizard of Oz - Collector's Edition,2,6,90,8,39,4.63,2.0,86,other,False,5.49,Economic,Auction/Bidding,15.5,0.45,False,1998,False,26,3.31,False
Phase 10 Master,2,6,60,10,509,5.45,1.38,1198,other,False,5.51,Card Game,Hand Management,5.0,0.42,False,2008,True,16,74.88,True
Farm Families,2,4,10,3,31,4.71,1.0,65,Children's Games,False,5.49,Animals,Memory,20.0,0.48,False,1996,False,28,2.32,False
Startup Fever,2,6,120,14,86,5.49,2.67,166,Abstract Games,False,5.49,Dice,Area Majority / Influence,15.0,0.52,False,2012,False,12,13.83,False
Catan: Chocolate Edition,2,4,0,8,41,5.01,2.5,117,other,False,5.49,Civilization,Hand Management,14.5,0.35,False,2015,False,9,13.0,False
7 Safari,2,6,20,8,102,5.28,1.17,211,Children's Games,False,5.49,Animals,Area Movement,3.5,0.48,False,2000,False,24,8.79,False
Seas of Iron,2,4,30,10,38,5.42,1.5,104,other,False,5.49,Nautical,Not available,20.0,0.37,False,2013,False,11,9.45,False
Dark Victory: The Battle of the Alamo,2,3,180,13,34,5.19,3.14,279,Wargames,False,5.49,Post-Napoleonic,Dice Rolling,15.0,0.12,False,1997,False,27,10.33,False
Agent Doppelnull,2,2,45,7,31,4.94,1.0,40,other,False,5.49,Deduction,Secret Unit Deployment,15.5,0.78,False,2011,False,13,3.08,False
Piratenpoker,3,5,20,7,30,4.73,1.0,83,other,False,5.49,Card Game,Auction/Bidding,9.5,0.36,False,1998,False,26,3.19,False
Long Cours,3,6,60,10,64,5.14,1.8,208,other,False,5.49,Dice,Point to Point Movement,14.0,0.31,False,1959,False,65,3.2,False
Kivi,2,4,30,8,73,5.14,1.0,112,other,False,5.5,Dice,Dice Rolling,15.5,0.65,False,2016,False,8,14.0,False
The All Canadian Trivia Board Game,2,4,60,12,30,4.63,1.0,80,other,False,5.48,Trivia,Roll / Spin and Move,15.5,0.38,False,1997,False,27,2.96,False
F*ck This!,2,6,30,18,36,4.83,1.0,43,other,False,5.49,Card Game,Not available,10.0,0.84,False,2003,False,21,2.05,False
Nibelungen,2,5,60,10,36,5.08,1.17,117,other,False,5.49,Mythology,Dice Rolling,26.0,0.31,False,1992,False,32,3.66,False
The Shining: Escape from the Overlook Hotel,1,99,120,17,30,5.27,0.0,121,other,False,5.42,Movies / TV / Radio theme,Cooperative Game,14.0,0.25,False,2020,False,4,30.25,True
Scavenger Hunt,2,4,60,8,61,5.12,1.33,220,other,False,5.49,Card Game,Roll / Spin and Move,15.5,0.28,False,2005,False,19,11.58,False
Scavenger Hunt,2,4,60,8,61,5.12,1.33,220,other,False,5.49,Card Game,Roll / Spin and Move,15.5,0.28,False,1983,False,41,5.37,False
G.I. Joe Adventure Board Game,2,4,30,6,35,4.86,1.67,102,other,False,5.49,Fighting,Roll / Spin and Move,2.0,0.34,False,1982,False,42,2.43,False
Cash Flow,2,6,60,10,33,4.93,1.6,50,other,False,5.49,Economic,Roll / Spin and Move,30.0,0.66,False,1987,False,37,1.35,False
The Top 10 Game,2,12,60,13,35,4.67,1.33,92,other,False,5.49,Memory,Dice Rolling,15.5,0.38,False,2003,False,21,4.38,False
Alpen Roulette,1,10,5,5,62,5.0,1.0,144,other,False,5.49,Action / Dexterity,Area Movement,15.5,0.43,False,1965,False,59,2.44,False
iGranie z Gruzem,3,5,90,16,129,5.36,1.67,144,other,False,5.49,Comic Book / Strip,Player Elimination,15.5,0.9,False,0,False,2024,0.07,False
eBay: The Card Game,3,6,45,10,59,5.12,1.83,130,other,False,5.49,Bluffing,Auction/Bidding,3.0,0.45,False,2001,False,23,5.65,False
60 Seconds to Save the World,2,6,45,14,72,5.09,2.0,327,other,False,5.48,Card Game,Cooperative Game,9.5,0.22,False,2017,True,7,46.71,True
Pop Belly,2,4,25,4,82,5.22,1.27,138,Children's Games,False,5.49,Animals,Dice Rolling,10.0,0.59,False,1999,False,25,5.52,False
Sweet Valley High,2,4,30,8,50,5.29,1.0,132,other,False,5.49,Memory,Memory,15.0,0.38,False,1988,False,36,3.67,False
Fishing for Terrorists Version 2.0,2,6,30,6,98,5.31,1.14,206,other,False,5.49,Card Game,Hand Management,9.99,0.48,False,2008,False,16,12.88,False
Black Stories Junior: Green Stories,2,15,222,8,50,4.99,1.5,200,other,False,5.48,Animals,Storytelling,15.5,0.25,False,2009,False,15,13.33,False
Amos Daragon,3,4,30,9,35,4.79,1.5,122,other,False,5.48,Fantasy,Race,15.5,0.29,False,2008,False,16,7.62,False
My Dwarves Fly,2,4,30,10,389,5.49,1.42,836,other,False,5.49,Card Game,Dice Rolling,9.95,0.47,False,2004,True,20,41.8,True
Stacrobats,1,4,10,5,185,5.34,1.0,361,Children's Games,False,5.48,Action / Dexterity,Pattern Building,2.0,0.51,False,1970,True,54,6.69,False
Moonstar,2,12,30,12,85,5.23,2.0,263,Abstract Games,False,5.48,Abstract Strategy,Auction/Bidding,4.0,0.32,False,1981,False,43,6.12,False
Jumping Jack,2,4,10,3,49,4.98,1.0,105,other,False,5.49,Action / Dexterity,Roll / Spin and Move,15.5,0.47,False,2013,False,11,9.55,False
Walk the Plank,3,9,5,8,71,5.22,1.4,158,other,False,5.49,Card Game,Trick-taking,4.0,0.45,False,2007,False,17,9.29,False
Monopoly: Dutch Edition,2,6,180,8,41,4.92,1.0,85,other,False,5.49,Economic,Auction/Bidding,15.5,0.48,False,1961,False,63,1.35,False
Sword & Skull,2,5,60,10,741,5.48,1.51,1447,Family Games,False,5.48,Adventure,Roll / Spin and Move,14.19,0.51,False,2005,True,19,76.16,True
Megastar,2,5,30,8,493,5.43,1.41,1021,Family Games,False,5.47,Card Game,Hand Management,3.0,0.48,False,2006,True,18,56.72,True
Toss Your Cookies,3,8,15,8,161,5.38,1.45,335,other,False,5.48,Action / Dexterity,Roll / Spin and Move,6.0,0.48,False,2007,True,17,19.71,False
Acrobats,2,4,20,6,39,4.78,1.0,101,other,False,5.49,Action / Dexterity,Not available,9.0,0.39,False,1989,False,35,2.89,False
NinjaGO,2,2,15,8,44,4.92,1.0,53,other,False,5.49,Action / Dexterity,Hand Management,15.5,0.83,False,2011,False,13,4.08,False
Bram Stoker's Dracula: The Board Game,1,6,180,12,55,4.94,1.4,158,other,False,5.48,Adventure,Cooperative Game,11.99,0.35,False,1992,False,32,4.94,False
Dragon,2,4,10,11,43,4.85,1.0,57,other,False,5.48,Card Game,Hand Management,15.5,0.75,False,2006,False,18,3.17,False
Descent: Legends of the Dark,1,4,180,14,66,5.05,0.0,17,other,False,7.01,Adventure,Cooperative Game,144.95,3.88,True,2021,False,3,5.67,False
How to Human,3,8,0,8,55,5.08,1.0,236,other,False,5.49,Animals,Hand Management,5.0,0.23,False,2014,False,10,23.6,True
Stranger Things: Eggo Card Game,2,6,30,14,83,5.2,1.0,311,other,False,5.47,Card Game,Hand Management,15.5,0.27,False,2017,False,7,44.43,True
Sneeze,2,6,20,6,46,4.94,1.11,83,Abstract Games,False,5.49,Abstract Strategy,Hand Management,5.99,0.55,False,2005,False,19,4.37,False
Armor Supremacy,2,6,10,10,33,4.73,1.2,72,other,False,5.49,Card Game,Hand Management,7.0,0.46,False,1976,False,48,1.5,False
Landyland,3,6,30,10,33,4.73,3.5,210,Abstract Games,False,5.49,Abstract Strategy,Not available,1.0,0.16,False,1998,False,26,8.08,False
Coco Crazy,2,8,20,7,264,5.42,1.1,521,Children's Games,False,5.49,Animals,Set Collection,11.0,0.51,False,1992,True,32,16.28,False
Escape The Night: The Board Game,1,11,120,0,44,7.44,1.0,22,other,True,5.4,Adventure,Alliances,55.0,2.0,False,2020,False,4,5.5,False
Destination London,2,6,60,10,35,4.7,1.17,86,other,False,5.49,Travel,Area Movement,24.99,0.41,False,2004,False,20,4.3,False
Estanciero,3,6,60,8,64,5.31,2.33,80,other,False,5.48,Economic,Auction/Bidding,10.0,0.8,False,1942,False,82,0.98,False
